id,article_id,canonical_topic,keywords,intent,audience,prerequisites,complexity,enriched_at,llm_model
571,2296,IU Enterprise Services,"{""IT-28 policy"",""cyber risk mitigation"",""enterprise services"",""IU support""}",overview,admin,"{""understanding of IU IT policies""}",intermediate,2026-02-02 12:53:47.338593,llama3.1:8b
572,1656,Canvas LMS,"{Canvas,""IU learning management system"",LMS,Instructure}",overview,faculty,{},intermediate,2026-02-02 12:54:09.896818,llama3.1:8b
573,11949,Enterprise Linux Administration,"{""Enterprise Linux"",Administration,""How-to guides"",""IU ES nodes""}",how-to,admin,{},intermediate,2026-02-02 12:54:20.841658,llama3.1:8b
574,11965,Knowledge Base Overview,"{""Knowledge Base"",""UITS Support Center""}",overview,general,{},beginner,2026-02-02 12:54:30.393414,llama3.1:8b
575,11861,Canvas Academic Management,"{Canvas,""academic management"",outcomes,rubrics,""program assessment""}",how-to,faculty,"{""Understanding Canvas platform"",""Familiarity with academic hierarchy in Canvas""}",intermediate,2026-02-02 12:54:43.719881,llama3.1:8b
576,11980,Single Sign-On with IU Login,"{CAS,""CAS 2.0"",""single sign-on"",authentication,""IU Login"",developers}",how-to,unknown,"{""understanding of CAS protocol"",""basic knowledge of web application development""}",intermediate,2026-02-02 12:54:58.969489,llama3.1:8b
577,11982,Windows Servicing,"{""IU Common Build"",""Windows Servicing Updates"",""Deployment Phases"",""Upgrade Compatibility Blocks"",""Windows Operating Systems""}",overview,admin,{},intermediate,2026-02-02 12:55:12.53093,llama3.1:8b
578,11872,Data Encryption,"{""data encryption"",plaintext,cipher,key,""symmetric key algorithms"",""asymmetric key algorithms""}",overview,general,{},intermediate,2026-02-02 12:55:24.351143,llama3.1:8b
579,11987,Generative AI Tools,"{""GenAI 101"",Canvas,""IU students"",""generative AI tools"",""Crimson Jr.""}",overview,unknown,{},beginner,2026-02-02 12:55:36.865065,llama3.1:8b
580,11993,IU Windows Installation,"{""Windows 11 Education"",""Windows 10 Education"",""IU Windows installation""}",how-to,unknown,"{""Install Windows at IU"",""Departmental Windows installations and the IU/Microsoft Campus Agreement""}",intermediate,2026-02-02 12:55:50.668301,llama3.1:8b
581,12001,Canvas Integration,"{VoiceThread,Canvas,""multimedia presentation"",""licensing change""}",overview,faculty,{},intermediate,2026-02-02 12:55:51.676839,llama3.1:8b
582,3020,IT Support,"{""IT support"",""Knowledge Base"",""campus support centers"",""technical support""}",overview,unknown,{},unknown,2026-02-02 12:56:12.885768,llama3.1:8b
583,12018,Accessible Math,"{LaTeX,AsciiMath,MathML,MathJax,""Speech Rule Engine (SRE)"",MathCAT,ClearSpeak,MathSpeak,SimpleSpeak,ChromeVox}",overview,researcher,"{""basic understanding of mathematical formatting and accessibility""}",intermediate,2026-02-02 12:56:33.517469,llama3.1:8b
584,12021,BitLocker Configuration,"{BitLocker,encryption,IU,TPM,""Group Policy""}",overview,admin,{},intermediate,2026-02-02 12:56:44.504429,llama3.1:8b
585,12025,Accessibility Services,"{""digital materials"",""assistive technology"",""accessibility services"",""qualifying students"",faculty,staff}",overview,unknown,{},intermediate,2026-02-02 12:56:56.887174,llama3.1:8b
586,12032,Two-Factor Authentication,"{""two-factor authentication"",""privileged access"",""server access"",""application access"",""network infrastructure""}",overview,admin,"{""Knowledge of IT security policies (e.g. IT-12)"",""Basic understanding of operating system and application integrations""}",intermediate,2026-02-02 12:57:11.972881,llama3.1:8b
707,7432,Access Control Lists (ACLs) on SDA,"{ACLs,""SDA permissions"",""file- and directory-level permissions""}",overview,unknown,"{""Basic knowledge of file systems and permissions""}",intermediate,2026-02-02 13:23:18.94586,llama3.1:8b
587,12034,IU Intelligent Infrastructure,"{""port group upgrade"",""Intelligent Infrastructure"",""VMware best practices""}",overview,admin,"{""IU Intelligent Infrastructure environment setup"",""basic understanding of VMware configuration""}",intermediate,2026-02-02 12:57:24.670048,llama3.1:8b
588,12036,IUIE (Indiana University Information Environment),"{IUIE,""Indiana University Information Environment"",""operational reporting environment""}",overview,unknown,{},intermediate,2026-02-02 12:57:36.482486,llama3.1:8b
589,12079,IU Web Services,"{Siteimprove,""web governance"",""IU web services""}",overview,faculty,{},beginner,2026-02-02 12:57:46.771996,llama3.1:8b
590,12092,Web Development,"{SiteKube,Sitehost,Branding,""Search Assets"",""CSS assets"",""JavaScript assets"",""Static HTML assets""}",overview,unknown,"{""basic knowledge of web development""}",intermediate,2026-02-02 12:58:03.988469,llama3.1:8b
591,12097,Active Directory Group Management,"{""distribution groups"",""Active Directory"",on-premises,""Exchange accounts"",""Microsoft 365""}",how-to,unknown,"{""Owners of an on-premises distribution group synced to O365 can't manage the distribution group in Exchange Online""}",intermediate,2026-02-02 12:58:05.001578,llama3.1:8b
592,11896,Enterprise Password Management,"{1Password,""enterprise password solution"",""Indiana University departments"",""password sharing"",""secure storage""}",overview,admin,{},intermediate,2026-02-02 12:58:35.585293,llama3.1:8b
593,12507,Kubernetes,"{Kubernetes,logging,""VMware vRealize Log Insight"",""cluster management"",""log collection""}",overview,admin,"{""Basic understanding of Kubernetes"",""Knowledge of cluster management""}",intermediate,2026-02-02 12:58:50.452286,llama3.1:8b
594,12101,OnBase,"{""Reporting Dashboards"",""OnBase module"",reporting,dashboards}",overview,admin,{},intermediate,2026-02-02 12:59:01.080397,llama3.1:8b
595,12105,IU Office Telephone Equipment,"{""office telephone equipment"",IU,""Teams Calls"",""audio devices""}",reference,unknown,{},intermediate,2026-02-02 12:59:12.317089,llama3.1:8b
596,12115,Container Orchestration,"{Docker,Kubernetes,containerization,""container orchestration"",""IU's Enterprise Kubernetes environment""}",overview,admin,{},intermediate,2026-02-02 12:59:25.658092,llama3.1:8b
597,12116,Active Directory,"{""organizational unit"",OU,container,""Microsoft Active Directory"",""Indiana University""}",overview,admin,"{""understanding of directory services""}",intermediate,2026-02-02 12:59:37.567099,llama3.1:8b
598,12117,Active Directory Services (ADS),"{""Active Directory Services"",""IU policies"",""ADS operational policies"",""ADS user accounts"",""Windows Active Directory""}",reference,admin,"{""basic understanding of Windows networking""}",intermediate,2026-02-02 12:59:51.950644,llama3.1:8b
599,12510,Container Orchestration,"{Kubernetes,Helm,Traefik}",reference,general,{},beginner,2026-02-02 13:00:01.905586,llama3.1:8b
600,2472,Geode-Project Policy,"{Geode-Project,""terms of service"",policy}",reference,general,{},unknown,2026-02-02 13:00:12.324166,llama3.1:8b
601,2468,Geode File System Policies,"{Geode,""Home Directory file system"",""Terms of Service""}",reference,general,{},unknown,2026-02-02 13:00:13.338173,llama3.1:8b
602,12119,Active Directory,"{""Group Policy"",""Active Directory"",IU}",troubleshooting,admin,"{""Understanding of Active Directory structure and inheritance""}",intermediate,2026-02-02 13:00:34.694454,llama3.1:8b
603,12121,Kubernetes,"{Kubernetes,docker,kubectl,""container images""}",overview,researcher,"{""understanding of containerization"",""familiarity with Kubernetes basics""}",intermediate,2026-02-02 13:00:47.023172,llama3.1:8b
604,12124,Docker and Container Management,"{Harbor,""image registry"",""container image repository"",Docker}",overview,unknown,{},intermediate,2026-02-02 13:00:58.995506,llama3.1:8b
605,1663,IRB Requirements,"{IU,""Indiana University"",""Human Subjects Office"",""Institutional Review Board"",IRB,HIPAA,PHI,""Protected Health Information""}",reference,researcher,"{""understanding of IRB requirements for research at IU"",""familiarity with HIPAA regulations""}",intermediate,2026-02-02 13:01:15.919266,llama3.1:8b
606,12154,Kubernetes Storage,"{Kubernetes,""persistent storage"",PersistentVolumeClaim,PVC,vSphere}",how-to,admin,"{""basic knowledge of Kubernetes"",""understanding of containerization""}",intermediate,2026-02-02 13:01:29.299436,llama3.1:8b
607,2158,Peebles Memorial Lectures,"{""Peebles Memorial Lectures"",""information technology"",lectures,""Indiana University""}",overview,general,{},unknown,2026-02-02 13:01:40.699305,llama3.1:8b
608,12162,Office Policy,"{CIB,plants,""potted plants"",pests,diseases,""office policy""}",policy,general,{},unknown,2026-02-02 13:01:52.471432,llama3.1:8b
609,2607,IU Research Supercomputers,"{hostnames,""IU research supercomputers"",UITS,bigred200,quartz}",reference,unknown,{},beginner,2026-02-02 13:02:05.121174,llama3.1:8b
610,2625,File Sharing,"{""home directory"",""Geode-Project space"",""shared access"",""IU research supercomputer users""}",how-to,researcher,"{""Understanding of IU research supercomputers"",""Knowledge of home directory and project space management""}",intermediate,2026-02-02 13:02:19.527224,llama3.1:8b
611,2633,Group Accounts,"{""group accounts"",""departmental accounts"",""IU accounts"",""account creation""}",overview,unknown,"{""individual computing accounts""}",intermediate,2026-02-02 13:02:20.535385,llama3.1:8b
612,2628,IU Computing Accounts,"{""UITS computing accounts"",""IU username change"",""username rename""}",how-to,unknown,"{""understanding IU computing account management"",""familiarity with UITS applications and systems""}",intermediate,2026-02-02 13:02:45.111765,llama3.1:8b
613,12163,Active Directory,"{""Active Directory"",""group management"",""organizational units"",""IU policy""}",policy,admin,{},intermediate,2026-02-02 13:02:56.978335,llama3.1:8b
614,12165,WCMS Configuration,"{WCMS,""roles and access"",""group management""}",overview,unknown,"{""WCMS configuration basics""}",intermediate,2026-02-02 13:03:08.034241,llama3.1:8b
615,12166,WCMS,"{WCMS,""content management"",templates,""metadata set"",""configuration set"",""content type"",pages}",overview,admin,"{""blank or empty site""}",intermediate,2026-02-02 13:03:22.563003,llama3.1:8b
616,2752,Research Computing Support,"{""biomedical research"",""UITS Research Technologies"",BHRS,""data management"",analysis,""database development"",""life sciences research workflows"",""HIPAA-regulated data""}",overview,researcher,{},unknown,2026-02-02 13:03:38.663882,llama3.1:8b
617,12167,PHP Programming,"{AppKube,PHP,""code update"",""web development""}",how-to,unknown,"{""basic PHP programming skills"",""understanding of web application development""}",intermediate,2026-02-02 13:03:51.280159,llama3.1:8b
618,12170,Waste Management,"{recycling,trash,ewaste,cib}",reference,student,{},beginner,2026-02-02 13:04:01.76134,llama3.1:8b
619,12171,Kubernetes,"{Kubernetes,""best practices"",Helm,""Helm Charts""}",overview,admin,"{""basic understanding of Kubernetes""}",intermediate,2026-02-02 13:04:13.002742,llama3.1:8b
620,12513,Networking,"{""proxy services"",""data center proxy"",""network proxy"",""Kubernetes environment"",""Linux native applications""}",how-to,researcher,"{""familiarity with IU Kubernetes environment"",""basic knowledge of Linux networking""}",intermediate,2026-02-02 13:04:26.995937,llama3.1:8b
621,2883,Data Security,"{PHI,HIPAA,""data security"",""Indiana University""}",policy,faculty,{},beginner,2026-02-02 13:04:28.004639,llama3.1:8b
622,2981,IU Computing Labs,"{""Student Technology Centers"",STCs,""Indiana University"",UITS,""computer labs""}",overview,student,{},beginner,2026-02-02 13:04:49.276576,llama3.1:8b
623,3315,File Transfer,"{SFTP,""Secure File Transfer Protocol"",""SSH File Transfer Protocol"",SCP}",overview,student,{},intermediate,2026-02-02 13:05:00.088232,llama3.1:8b
624,3595,Password Management,"{passphrase,""change passphrase"",""IU username"",""password management"",authentication}",how-to,unknown,"{""understanding IU username and passphrase usage""}",intermediate,2026-02-02 13:05:12.874327,llama3.1:8b
625,3598,Passphrase Management,"{""IU passphrase"",""passphrase reset"",""passphrase change""}",how-to,unknown,"{""IU account"",password}",intermediate,2026-02-02 13:05:24.977168,llama3.1:8b
626,3668,Unix File Permissions,"{""file permissions"",Unix,Linux,permissions,""access control""}",overview,student,{},intermediate,2026-02-02 13:05:35.682602,llama3.1:8b
627,12516,Harbor,"{""Harbor robot account"",migrate,deprecated,""v2 robot account"",""robot account migration""}",how-to,admin,"{""knowledge of Harbor configuration"",""basic understanding of container registry concepts""}",intermediate,2026-02-02 13:05:51.800753,llama3.1:8b
628,12519,Kubernetes Networking,"{Kubernetes,Traefik,Ingress,IngressRoute,IngressRouteTCP,""Traffic Routing""}",overview,researcher,"{""Understanding of Kubernetes basics"",""Familiarity with Traefik""}",intermediate,2026-02-02 13:06:08.188102,llama3.1:8b
629,3807,ThinLinc Client Configuration,"{""ThinLinc Client"",""Research Desktop"",IU,RED,Quartz,""Two-Step Login""}",how-to,researcher,"{""IU research computing account on Quartz"",""device enrolled with IU's Two-Step Login (Duo) service""}",intermediate,2026-02-02 13:06:24.472069,llama3.1:8b
630,3792,R Programming,"{R,""statistical computing"",graphics,""linear modeling"",""nonlinear modeling""}",overview,student,{},intermediate,2026-02-02 13:06:35.472702,llama3.1:8b
631,3661,Two-Step Login (Duo),"{""Two-Step Login"",Duo,IU,authentication,security}",reference,unknown,"{""Get started with Two-Step Login (Duo) at IU""}",intermediate,2026-02-02 13:06:36.486321,llama3.1:8b
632,12184,MATLAB at IU,"{MATLAB,""Indiana University"",""research supercomputers"",""Student Technology Centers""}",overview,unknown,{},unknown,2026-02-02 13:07:02.328016,llama3.1:8b
633,12186,File Management,"{""file permissions"",Pages,security}",how-to,student,{},beginner,2026-02-02 13:07:11.965831,llama3.1:8b
634,12525,SiteKube/AppKube,"{SiteKube,AppKube,""Aria Operations for Logs"",""log access""}",overview,unknown,{},intermediate,2026-02-02 13:07:24.504929,llama3.1:8b
635,12207,Unix Commands,"{Unix,""ls command"",""file listing"",wildcards}",how-to,student,"{""basic Unix knowledge""}",beginner,2026-02-02 13:07:35.572212,llama3.1:8b
636,12237,IUIE Mailing,"{PDQ,IUIE,""mailing functions"",""mailing request file""}",overview,unknown,"{""understanding PDQ development"",""familiarity with IUIE""}",intermediate,2026-02-02 13:07:49.3645,llama3.1:8b
637,12192,Stata Programming,"{Stata,""tabstat command"",""descriptive statistics"",macro,statistics}",how-to,researcher,"{""basic Stata programming knowledge""}",intermediate,2026-02-02 13:08:01.845723,llama3.1:8b
638,12197,IUanyWare,"{""data files"",""statistical software"",""mathematical software"",IUanyWare}",how-to,student,"{""working with IUanyWare applications"",""basic computer navigation""}",intermediate,2026-02-02 13:08:15.082815,llama3.1:8b
639,12200,Text File Conversion,"{""Unix text files"",""Windows text files"",""text file format"",""line feed"",""carriage return""}",overview,general,{},beginner,2026-02-02 13:08:26.920921,llama3.1:8b
640,12205,Windows Password Management,"{Windows,""administrator password"",""password reset"",""Active Directory"",IU}",how-to,faculty,"{""logging in as an administrator""}",intermediate,2026-02-02 13:08:38.914467,llama3.1:8b
641,12199,Encryption,"{GPG,""encryption software"",OpenPGP,""sensitive data"",PHI,HIPAA}",overview,researcher,"{""basic understanding of file security""}",intermediate,2026-02-02 13:08:39.927991,llama3.1:8b
642,12206,Unix Commands,"{ls,find,du,""recursive directory listing""}",how-to,unknown,"{""Unix basic commands"",""directory navigation""}",intermediate,2026-02-02 13:09:04.771197,llama3.1:8b
643,12243,IUanyWare,"{JAWS,""STC Desktop"",IUanyWare,""Citrix Workspace app""}",overview,student,"{""Citrix Workspace app installed"",""latest version of JAWS with remote access add-on""}",intermediate,2026-02-02 13:09:18.710109,llama3.1:8b
644,9829,Slate-Project Storage Policy,"{Slate-Project,""high performance storage system"",""terms of service""}",policy,general,{},unknown,2026-02-02 13:09:29.831225,llama3.1:8b
645,12211,Unix Shell,"{Unix,shell,history,csh,tcsh,bash}",how-to,researcher,"{""basic Unix shell knowledge""}",intermediate,2026-02-02 13:09:42.158097,llama3.1:8b
646,9939,IU Research Supercomputer,"{""home directory"",""IU research supercomputers"",""storage quotas"",access,Geode}",overview,researcher,{},intermediate,2026-02-02 13:09:54.030534,llama3.1:8b
647,6239,AppKube,"{AppKube,""IU's application hosting environment"",Kubernetes,""container-based platform"",""dynamic database-driven applications""}",overview,unknown,"{""basic knowledge of Kubernetes"",""understanding of containerized environments""}",intermediate,2026-02-02 13:10:08.921438,llama3.1:8b
648,2716,Indiana University Research Database Complex,"{""Research Database Complex"",RDC,""Indiana University"",MySQL,PostgreSQL,""database security""}",overview,researcher,{},intermediate,2026-02-02 13:10:21.349086,llama3.1:8b
649,12212,Unix Shell Commands,"{tail,Unix,command,""standard input"",""standard output""}",how-to,student,"{""Unix basic commands"",""file navigation""}",intermediate,2026-02-02 13:10:33.639311,llama3.1:8b
650,12214,Server Side Includes,"{SSI,Apache,""web development""}",how-to,student,"{HTML,""web server setup""}",intermediate,2026-02-02 13:10:44.805544,llama3.1:8b
651,4218,File Recovery on IU Supercomputers,"{""file recovery"",""IU supercomputers"",""home directory"",""Geode-Project space"",snapshots}",how-to,researcher,"{""understanding of file systems and directories on IU supercomputers""}",intermediate,2026-02-02 13:10:45.811862,llama3.1:8b
652,4622,IU Institutional Storage,"{""IU institutional storage"",""storage locations"",""metadata management""}",overview,faculty,"{""Creating IU institutional storage locations"",""IU OneStart account access""}",intermediate,2026-02-02 13:11:13.256037,llama3.1:8b
653,4538,Google Storage at IU,"{IU,""Google Drive"",""Google My Drive"",""Shared Drives"",""data migration"",""storage limits""}",overview,unknown,{},intermediate,2026-02-02 13:11:25.70672,llama3.1:8b
654,4530,Mobile Device Security,"{""mobile device security"",""data encryption"",""physical security"",""security features""}",overview,general,{},beginner,2026-02-02 13:11:37.738331,llama3.1:8b
655,4616,Sensitive Data Management,"{""Microsoft at IU Secure Storage"",""data protection"",""sensitive data"",""restricted data"",""critical data"",""protected health information"",PHI}",how-to,faculty,{},intermediate,2026-02-02 13:11:53.096334,llama3.1:8b
656,4645,Qualtrics,"{Qualtrics,""IU enterprise license"",""additional question types"",""file upload"",signature,""text highlight"",""advanced survey functionality""}",reference,faculty,"{""About Qualtrics at IU"",""creating a Qualtrics account at IU""}",intermediate,2026-02-02 13:12:09.155237,llama3.1:8b
657,12216,Electronic Lab Notebooks,"{LabArchives,""electronic lab notebook"",ELN,cloud-based,""research data management""}",overview,researcher,{},intermediate,2026-02-02 13:12:21.692197,llama3.1:8b
658,12023,BitLocker,"{BitLocker,""Active Directory"",""AD DS"",""Drive Encryption recovery information"",gpedit.msc}",reference,admin,"{""Understanding Active Directory Domain Service (AD DS)"",""Knowledge of Group Policy Editor (gpedit.msc)""}",intermediate,2026-02-02 13:12:39.150333,llama3.1:8b
659,12218,Microsoft Teams Configuration,"{""Suppress voice mail transcription"",""Microsoft Teams"",""voice mail"",transcription}",how-to,admin,{},intermediate,2026-02-02 13:12:51.602747,llama3.1:8b
660,1453,Secure File Transfer,"{SCP,Unix,SSH,FTP,Authentication}",how-to,unknown,"{""basic Unix command line skills"",""SSH and authentication knowledge""}",intermediate,2026-02-02 13:13:05.083321,llama3.1:8b
661,11836,Unix File Compression,"{""compressed files"",Unix,""file compression"",uncompress,tar}",reference,researcher,"{""basic Unix commands"",""understanding file extensions""}",intermediate,2026-02-02 13:13:06.093219,llama3.1:8b
662,12221,Screen Session Management,"{screen,""session management"",""lost connection""}",troubleshooting,unknown,"{""basic knowledge of screen commands"",""understanding of Unix/Linux environment""}",intermediate,2026-02-02 13:13:32.25748,llama3.1:8b
663,12224,Microsoft Outlook,"{""Microsoft Outlook"",reminders,Calendar,Task,email}",troubleshooting,general,"{""Basic knowledge of Microsoft Outlook"",""Setting up reminders in Outlook""}",beginner,2026-02-02 13:13:46.135238,llama3.1:8b
664,12222,Unix Utilities,"{unix,""screen program"",""virtual VT100 terminals""}",overview,unknown,"{""basic Unix knowledge""}",intermediate,2026-02-02 13:13:58.333938,llama3.1:8b
665,12225,xterm,"{""window title"",""current working directory"",xterm,shell,ksh,Emacs,vi}",how-to,unknown,"{""basic shell knowledge"",""xterm usage""}",intermediate,2026-02-02 13:14:13.470393,llama3.1:8b
666,12227,macOS Updates,"{""IU Common Build"",""macOS updates"",""Jamf Pro"",""operating system updates""}",overview,admin,{},intermediate,2026-02-02 13:14:25.103851,llama3.1:8b
667,12230,Apple Device Management,"{ADM,""application bundles"",""automatic software deployment"",""EMS-bundled applications""}",overview,admin,"{""Understanding of Apple Device Management (ADM)""}",intermediate,2026-02-02 13:14:37.875996,llama3.1:8b
668,12244,University Committees,"{""Indiana University"",""Learning Technologies Steering Committee"",LTSC,UITS,""Faculty Council""}",overview,faculty,{},intermediate,2026-02-02 13:14:51.094585,llama3.1:8b
669,12247,NVDA Screen Reader,"{NVDA,""screen reader"",accessibility}",overview,student,"{""basic computer knowledge""}",beginner,2026-02-02 13:15:02.238623,llama3.1:8b
670,4621,Institutional Data at IU,"{""institutional data"",IU,""classification levels"",""standards for managing institutional data""}",overview,faculty,{},intermediate,2026-02-02 13:15:14.066271,llama3.1:8b
671,4618,Data Management at IU,"{""Microsoft 365"",""Google at IU"",""institutional data"",""data storage""}",overview,admin,{},intermediate,2026-02-02 13:15:15.076536,llama3.1:8b
672,11529,Unix Command Reference,"{SIGHUP,""kill Unix login session remotely"",""hangup signal"",tty,""ps -fu""}",how-to,admin,"{""basic knowledge of Unix commands"",""ability to access shell""}",intermediate,2026-02-02 13:15:42.209992,llama3.1:8b
673,4546,IU Google Workspace,"{""Google Workspace for Education"",""Indiana University"",""IU Google Workspace""}",overview,unknown,{},beginner,2026-02-02 13:15:53.769916,llama3.1:8b
674,4533,IUanyWare,"{IUanyWare,""file access"",""cloud storage""}",overview,student,{},intermediate,2026-02-02 13:16:04.134551,llama3.1:8b
675,12231,Telecommunications Statements,"{Telecommunications,TISA,""PCR-360 portal"",IUIE}",overview,unknown,"{permissions,""access to TISA""}",beginner,2026-02-02 13:16:16.545468,llama3.1:8b
677,4962,Google Storage Migration,"{""Google at IU"",""My Drive data"",""migration options"",costs}",how-to,unknown,"{""understanding Google at IU accounts"",""determining file types (individual vs. institutional)""}",intermediate,2026-02-02 13:16:44.081166,llama3.1:8b
678,4982,Crystal Display Wall,"{""Crystal Display Wall"",""Cyberinfrastructure Building"",CIB,""Indiana University Bloomington"",UITS,AVL,CTS}",overview,faculty,{},intermediate,2026-02-02 13:16:57.958542,llama3.1:8b
679,11477,STC Public Desktops with IUanyWare,"{NVDA,IUanyWare,""STC public desktops""}",how-to,admin,"{""understanding of STC public desktops and IUanyWare""}",intermediate,2026-02-02 13:17:12.392689,llama3.1:8b
680,12249,Server Installation,"{""Server Core"",""Windows Server 2008"",""manual installation""}",how-to,admin,"{""basic computer knowledge"",""installation media""}",intermediate,2026-02-02 13:17:24.454619,llama3.1:8b
681,12250,FireForm Configuration,"{FireForm,""Format integration data"",metadata,""People Picker"",""Person Content Display""}",reference,admin,"{""Understanding FireForm basics""}",advanced,2026-02-02 13:17:25.467405,llama3.1:8b
682,12252,IUIE News Management,"{IUIE,""news management"",""update IUIE news"",locking}",overview,admin,{},intermediate,2026-02-02 13:17:49.76397,llama3.1:8b
683,12255,Text Editors,"{Nano,""text editor"",Unix,Pico,vi,Emacs}",overview,student,{},beginner,2026-02-02 13:18:01.249454,llama3.1:8b
684,12257,3D Printing,"{""3D printing"",""IU resources"",""UITS 3D Print Labs""}",overview,student,{},beginner,2026-02-02 13:18:12.633018,llama3.1:8b
685,12261,Linux IU,"{linux,iu,build,""administrative tasks"",ubuntu}",how-to,admin,"{""Ubuntu installation"",""Terminal basics""}",intermediate,2026-02-02 13:18:24.808145,llama3.1:8b
686,12265,II Enterprise S3 Object Storage,"{S3CMD,S4CMD,S3CURL,Cyberduck,WinSCP,""II Enterprise S3 Object Storage""}",reference,researcher,"{""Linux command-line interface"",""Indiana University's II Enterprise S3 Object Storage service""}",intermediate,2026-02-02 13:18:41.828819,llama3.1:8b
687,12266,Canvas Provisioning API,"{Canvas,""Provisioning API"",""Expand Provisioning API"",""IU Guest accounts"",""non-credit courses"",sections,enrollments}",how-to,admin,"{""understanding of Canvas and Expand systems"",""knowledge of REST APIs"",""OAUTH2 authentication""}",intermediate,2026-02-02 13:18:59.332828,llama3.1:8b
688,6029,Cloud Storage,"{""Microsoft OneDrive"",""IU Cloud Services"",Linux}",how-to,unknown,"{""IU account"",""Two-Step Login (Duo) setup"",""web browser installation""}",intermediate,2026-02-02 13:19:13.777501,llama3.1:8b
689,6033,IU Microsoft 365 Licensing,"{""A5 license"",""A1 license"",""Microsoft 365"",""Indiana University""}",overview,unknown,{},beginner,2026-02-02 13:19:25.792304,llama3.1:8b
690,12270,Purdue School of Engineering and Technology,"{""Computer Network Center"",""academic computing support"",""research computing"",engineering}",overview,unknown,{},beginner,2026-02-02 13:19:38.164931,llama3.1:8b
691,6224,IU Computing Accounts,"{""Indiana University"",""computing accounts"",eligibility,requirements}",reference,student,{},beginner,2026-02-02 13:19:39.173718,llama3.1:8b
692,6265,IU Computing Accounts,"{""Indiana University"",""computing accounts"",eligibility,access,policy,IT-03}",overview,unknown,"{""IU computing accounts"",""Eligibility to Use Information Technology Resources (IT-03) policy""}",intermediate,2026-02-02 13:20:06.647962,llama3.1:8b
693,6272,IU IT Support,"{IU,""IT Support"",campus,AskIT}",overview,student,{},beginner,2026-02-02 13:20:17.742121,llama3.1:8b
694,12272,Perl Programming at IU,"{perl,""research supercomputers"",macOS,""Student Technology Centers"",""module avail""}",overview,student,"{""access to IU systems"",""basic Linux command line knowledge""}",intermediate,2026-02-02 13:20:31.948798,llama3.1:8b
695,6454,Account Management,"{""UITS computing account"",""account termination"",""Eligibility to Use Information Technology Resources (IT-03)"",""Student computing accounts"",""ADS accounts""}",reference,admin,"{""Eligibility to Use Information Technology Resources (IT-03)""}",intermediate,2026-02-02 13:20:48.222649,llama3.1:8b
696,12274,Student Technology Fees,"{""Indiana University"",""student technology fee"",""University Information Technology Services"",UITS}",overview,student,{},beginner,2026-02-02 13:20:59.851114,llama3.1:8b
697,12276,Software Installation,"{NVivo,IUware,""license key"",""myNVivo portal""}",how-to,unknown,"{""IU login credentials"",""access to IUware""}",intermediate,2026-02-02 13:21:13.830438,llama3.1:8b
698,12283,IU Tools,"{Terracotta,IU,""Canvas learning management system""}",overview,faculty,{},intermediate,2026-02-02 13:21:24.570704,llama3.1:8b
699,10279,Research Services,"{""Peebles Memorial Lecture"",""Information Technology"",""Dr. David Crandall"",""Computer Vision""}",overview,researcher,{},unknown,2026-02-02 13:21:36.679088,llama3.1:8b
700,12286,FTP Configuration,"{""anonymous ftp"",""ftp configuration"",""security risks""}",overview,admin,"{""Understanding of basic file system permissions and access control""}",intermediate,2026-02-02 13:21:48.544408,llama3.1:8b
701,12288,IU Information Resources,"{""Indiana University"",""IT news"",seminars,lectures,groups}",reference,unknown,{},beginner,2026-02-02 13:21:49.550516,llama3.1:8b
702,6960,File Storage,"{""file storage"",""IU storage options"",""individual files"",""institutional files""}",overview,student,{},beginner,2026-02-02 13:22:12.92915,llama3.1:8b
703,7253,GPG Commands,"{GPG,encryption,decryption,""key management""}",reference,general,{},intermediate,2026-02-02 13:22:23.845838,llama3.1:8b
704,7396,ArcGIS,"{ArcGIS,IU,Esri,""geographic data"",mapping,analytics}",overview,faculty,{},intermediate,2026-02-02 13:22:35.80426,llama3.1:8b
705,7428,IU Scholarly Data Archive (SDA) Access,"{""IU SDA"",SFTP,SCP,GridFTP,""Globus Web App"",HSI}",overview,researcher,{},intermediate,2026-02-02 13:22:49.773708,llama3.1:8b
706,7431,HSI,"{checksums,""HSI version 4"",""Scholarly Data Archive"",SDA,PHI,encryption}",how-to,admin,"{""HSI basics"",""understanding Scholarly Data Archive (SDA)""}",intermediate,2026-02-02 13:23:05.321088,llama3.1:8b
738,12343,Network Cabling,"{""Ethernet cable"",""RJ45 coupler"",""straight-through cable"",""IU-specific cable""}",how-to,student,{},beginner,2026-02-02 13:30:08.980492,llama3.1:8b
708,7580,IU Software Acquisition,"{""Indiana University"",""software acquisition"",Microsoft,Adobe,IUanyWare,IUware,STCs}",overview,unknown,{},beginner,2026-02-02 13:23:34.379039,llama3.1:8b
709,12223,CS Gold,"{""door schedules"",""CS Gold"",""automatic unlock/relock""}",reference,admin,"{""Building/Door hierarchy"",""CG Gold interface""}",intermediate,2026-02-02 13:23:47.807863,llama3.1:8b
710,12289,WinSCP,"{WinSCP,""Windows data transfer servers"",IU,Dtp.iu.edu,Dtt.iu.edu}",how-to,researcher,"{""Basic knowledge of WinSCP"",""Understanding of Windows data transfer servers at IU""}",intermediate,2026-02-02 13:24:03.680722,llama3.1:8b
